EarthRef.org -- GERM Partition Coefficient (Kd) Database														
Database development and maintenance by the PACER Team -- Data contribution by Roger Nielsen														
														
DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
Rhyolite	Biotite	39	Y			1	1.4	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	40	Zr			0.79	1.8	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	41	Nb			4	9.5	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	42	Mo			1.7	5.7	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	55	Cs			1.2	4.4	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	56	Ba			5.6	36	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	57	La			0.76	15.1	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	58	Ce			0.86	11	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	60	Nd			0.9	5.7	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	62	Sm			1	4.3	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	63	Eu			0.59	4.7	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	65	Tb			0.87	3.9	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	66	Dy			0.76	3.4	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	70	Yb			0.6	3	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	71	Lu			0.6	3.4	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	72	Hf			0.44	0.84	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	73	Ta			1.2	1.9	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	82	Pb			0.1	1.6	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	90	Th			0.27	2	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	92	U			0.46	1.2	Phenocryst-Matrix	Nash & Crecraft 1985	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	19	K	5.63				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	37	Rb	3.26				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	38	Sr	0.12				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	56	Ba	6.36				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	19	K	2.65				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	37	Rb	3.06				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	38	Sr	0.0812				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	56	Ba	1.09				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	Biotite	19	K	1.01				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	Biotite	37	Rb	0.936				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	Biotite	38	Sr	0.672				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	Biotite	56	Ba	15.3				Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	58	Ce	0.037				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	60	Nd	0.044				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	62	Sm	0.058				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	63	Eu	0.145				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	64	Gd	0.082				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	66	Dy	0.097				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	68	Er	0.162				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Dacite	Biotite	70	Yb	0.179				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	58	Ce	0.034				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	60	Nd	0.032				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	62	Sm	0.031				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	63	Eu	0.03				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	64	Gd	0.03				Interpolated	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	66	Dy	0.03				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	68	Er	0.034				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Phonolite	Biotite	70	Yb	0.042				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	58	Ce	0.234				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	60	Nd	0.339				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	62	Sm	0.392				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	63	Eu	0.501				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	64	Gd	0.353				Interpolated	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	66	Dy	0.2				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	68	Er	0.171				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	70	Yb	0.165				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	Biotite	71	Lu	0.208				Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	21	Sc	2.23				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	24	Cr	0.13				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	27	Co	4				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	28	Ni	3.33				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	37	Rb	1.52				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	38	Sr	0.43				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	40	Zr	0.14				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	51	Sb	0.3				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	55	Cs	0.38				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	56	Ba	5.66				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	57	La	0.28				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	63	Eu	0.4				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	65	Tb	0.35				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	72	Hf	0.23				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	73	Ta	0.97				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	90	Th	0.16				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Latite	Biotite	92	U	0.17				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	21	Sc			2.81	5.56	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	24	Cr			1.52	10	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	27	Co			6.32	133	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	28	Ni			4.25	175	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	37	Rb			1.35	1.58	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	38	Sr			0.2	0.78	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	40	Zr			0.13	0.28	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	51	Sb	0.08				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	55	Cs			0.56	0.79	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	56	Ba			4.04	21.5	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	57	La			0.17	0.57	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	63	Eu			0.34	0.81	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	65	Tb			0.24	0.71	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	72	Hf			0.13	0.15	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	73	Ta			0.74	1.02	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	90	Th			0.09	0.11	Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte	Biotite	92	U	0.08				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	21	Sc	10.1				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	24	Cr	14				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	27	Co	36.2				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	28	Ni	108				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	37	Rb	0.82				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	40	Zr	0.09				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	51	Sb	0.01				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	55	Cs	0.19				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	56	Ba	52				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	57	La	0.12				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	63	Eu	0.56				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	65	Tb	0.2				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	72	Hf	0.06				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	73	Ta	0.33				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	90	Th	0.03				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Trachyte-Phonolite	Biotite	92	U	0.02				Phenocryst-Matrix	Villemant 1988	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	21	Sc	8.3				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	24	Cr	5.4				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	27	Co	23				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	28	Ni	1.3				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	37	Rb	1.9				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	38	Sr	0.7				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	40	Zr	2.5				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	55	Cs	1.09				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	56	Ba	10				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	57	La	0.7				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	63	Eu	1.08				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	65	Tb	1.06				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	72	Hf	1.8				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	73	Ta	0.56				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	90	Th	0.12				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
Alkali Basalt	Biotite	92	U	0.13				Phenocryst-Matrix	Villemant et al. 1981	Solid-Melt		12-DEC-2000	NaN	NaN
														
LINKS TO REFERENCES:														
Bea et al. 1994 - http://earthref.org/cgi-bin/err.cgi?n=168														
Ewart & Griffin 1994 - http://earthref.org/cgi-bin/err.cgi?n=337														
Foley et al. 1996 - http://earthref.org/cgi-bin/err.cgi?n=342														
Fujimaki et al. 1984 - http://earthref.org/cgi-bin/err.cgi?n=346														
Higuchi & Nagasawa 1969 - http://earthref.org/cgi-bin/err.cgi?n=112														
Icenhower & London 1997 - http://earthref.org/cgi-bin/err.cgi?n=120														
Latourrette et al. 1995 - http://earthref.org/cgi-bin/err.cgi?n=155														
Mahood & Hildreth 1983 - http://earthref.org/cgi-bin/err.cgi?n=186														
Matsui et al. 1977 - http://earthref.org/cgi-bin/err.cgi?n=190														
Nash & Crecraft 1985 - http://earthref.org/cgi-bin/err.cgi?n=217														
Philpotts & Schnetzler 1970 - http://earthref.org/cgi-bin/err.cgi?n=232														
Schnetzler & Philpotts 1970 - http://earthref.org/cgi-bin/err.cgi?n=240														
Villemant 1988 - http://earthref.org/cgi-bin/err.cgi?n=278														
Villemant et al. 1981 - http://earthref.org/cgi-bin/err.cgi?n=277														
														
ACKNOWLEDGEMENTS:														
Sponsored by NSF -- EAR 0000998														
Supported by the San Diego SuperComputer Center														
														
DATABASE STATISTICS:														
EarthRef.org Database Version: 														
Search Time: 29 January 2013 12:00:05 PM														
														
LINKS TO EARTHREF.ORG:														
Original search form - http://earthref.org/cgi-bin/kdd-s0-main.cgi														
Search results - http://earthref.org/cgi-bin/kdd-s1-advanced.cgi?database_name=kdd&search_start=main&term=biotite&term=&term=&term_type=mineral&term_type=mineral&term_type=element&conjunction=AND&conjunction=AND&rock_type=Any%20Rock%20Type&mineral=Any%20Mineral&element_family=Any%20Element%20Family&er_citation_id=Any%20Reference&sort=short_authors&														
														
SEARCH VALUES:														
Search Term(s):  biotite (Mineral)														
Rock Type: Any Rock Type														
Mineral: Any Mineral														
Element Family: Any Element Family														
Reference: Bea et al. 1994														
Sort by: Reference														
														
NON-GERM ADDITIONS:														
Peraluminous Rhyolite	Biotite	3	Li	3.66	0.732			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	4	Be	0.06	0.012			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	5	B	0.004	0.00048			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	15	P	0.06	0.0066			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	22	Ti	92.8	5.568			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	25	Mn	4.12	0.3296			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	30	Zn	18.8	5.452			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	32	Ge	0.81	0.081			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	37	Rb	2.87	0.2296			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	38	Sr	0.11	0.0363			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	40	Zr	0.14	0.0224			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	41	Nb	9.75	1.0725			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	50	Sn	0.44	0.088			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	55	Cs	0.46	0.046			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	56	Ba	5.02	1.757			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	57	La	0.005	0.00185			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	62	Sm	0.01	0.0113			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	63	Eu	0.11	0.0781			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	64	Gd	0.02	0.0158			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	70	Yb	0.03	0.0255			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	73	Ta	2.35	0.4465			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	74	W	0.38	0.057			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	82	Pb	0.24	0.0264			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Peraluminous Rhyolite	Biotite	92	U	0.01	0.0017			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt	CBK addition		71.36	5
Synthetic rhyodacitic glass	Biotite	56	Ba	1.79	0.07			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	20	Ca	0.016	0.011			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	58	Ce	0.32	0.07			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	27	Co	47	16			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	24	Cr	2.8	1.5			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	55	Cs	0.62	0.16			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	29	Cu	0.9	0.2			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	66	Dy	0.29	0.07			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	68	Er	1.7	0.7			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	63	Eu	0.082	0.024			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	26	Fe	9.4	1.8			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	64	Gd	0.041	0.008			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	67	Ho	0.071	0.018			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	19	K	3.28	0.13			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	57	La	0.61	0.015			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	71	Lu	0.33	0.14			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	12	Mg	57	23			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	42	Mo	0.29	0.15			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	11	Na	0.28	0.04			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	41	Nb	3.69	0.63			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	60	Nd	0.18	0.14			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	28	Ni	174	144			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	82	Pb	0.74	0.11			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	59	Pr	0.29	0.16			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	37	Rb	3.8	1.1			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	62	Sm	0.053	0.011			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	38	Sr	0.57	0.1			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	73	Ta	1.89	0.24			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	65	Tb	0.058	0.014			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
Synthetic rhyodacitic glass	Biotite	22	Ti	17	8			Experimental	Were & Keppler, 2021	Solid-Melt	CBK addition	03/30/25	69	5
