NON-GERM DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
Synthetic glass C3322, 800C 10kbar 10%H2O	Monazite		U	202	31			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	67.7	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Y	606	81			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		La	2848	464			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Ce	2505	0			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Pr	2847	459			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Nd	3125	639			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Sm	2526	452			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Eu	1759	1035			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Gd	1920	437			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Tb	1400	253			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Dy	1015	169			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Ho	709	70			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Er	534	57			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Tm	324	32			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Yb	237	31			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Lu	187	22			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		Th	2437	1078			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C3308, 750C 10kbar 13%H2O	Monazite		U	312	53			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.1	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Y	193	6			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		La	852	37			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Ce	884	39			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Pr	863	44			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Nd	895	46			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Sm	630	38			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Eu	455	26			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Gd	476	38			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Tb	360	20			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Dy	271	14			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Ho	212	13			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Er	169	11			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Tm	140	10			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Yb	112	8.4			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Lu	98	7.4			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		Th	958	50			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C4025, 800C 10kbar 17%H2O	Monazite		U	102	6.6			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	63.5	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Y	191	27			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		La	1167	181			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Ce	985	0			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Pr	1007	146			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Nd	935	140			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Sm	636	207			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Eu	351	56			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Gd	583	141			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Tb	323	72			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Dy	255	37			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Ho	183	30			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Er	127	22			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Tm	88	10			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Yb	63	11			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Lu	43	6			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		Th	1420	621			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3381, 900C 30kbar 13%H2O	Monazite		U	151	26			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	65.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Y	175	12			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		La	1437	178			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Ce	1358	156			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Pr	1293	173			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
