EarthRef.org -- GERM Partition Coefficient (Kd) Database														
Database development and maintenance by the PACER Team -- Data contribution by Roger Nielsen														
														
DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
Rhyolite	K-Feldspar	37	Rb			0.32	0.38	Phenocryst-Matrix	Noble & Hedge 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	K-Feldspar	37	Rb	0.39		0.39		Phenocryst-Matrix	Noble & Hedge 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	19	K	1.49		1.49		Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	37	Rb	0.659		0.659		Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	38	Sr	3.87		3.87		Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	56	Ba	6.12		6.12		Phenocryst-Matrix	Philpotts & Schnetzler 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	K-Feldspar	58	Ce	0.044		0.044		Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	K-Feldspar	60	Nd	0.025		0.025		Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	K-Feldspar	62	Sm	0.018		0.018		Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	K-Feldspar	63	Eu	1.13		1.13		Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	K-Feldspar	64	Gd	0.011		0.011		Interpolated	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite	K-Feldspar	70	Yb	0.012		0.012		Phenocryst-Matrix	Schnetzler & Philpotts 1970	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	20	Ca			0.06	0.92	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	30	Zn			0.041	0.098	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	37	Rb			0.28	0.74	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	38	Sr			2	6	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	42	Mo	0.2		0.2		Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	55	Cs			0.002	0.061	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	56	Ba			1	44	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	57	La			0.026	0.15	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	58	Ce			0.017	0.095	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	60	Nd			0.009	0.093	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	62	Sm			0.0024	0.046	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	63	Eu			1.6	9.6	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	65	Tb			0.012	0.092	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	70	Yb			0.002	0.024	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	71	Lu			0.003	0.07	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	72	Hf			0.0052	0.042	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	73	Ta			0.0007	0.029	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	90	Th			0.0023	0.028	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
High Silica Rhyolite	K-Feldspar	92	U			0.002	0.037	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	20	Ca			0.13	0.25	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	37	Rb			1.2	1.8	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	38	Sr			4.5	7.3	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	55	Cs			0.11	0.16	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	56	Ba			7.2	24	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	57	La			0.07	0.08	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	58	Ce			0.02	0.04	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	60	Nd			0.03	0.04	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	62	Sm	0.02		0.02		Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	63	Eu			3.3	6.5	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	65	Tb			0.01	0.02	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	70	Yb	0.03		0.03		Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	71	Lu			0.02	0.04	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	72	Hf			0.02	0.05	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	73	Ta			0.001	0.01	Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	90	Th	0.02		0.02		Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
Rhyolite-Dacite	K-Feldspar	92	U	0.04		0.04		Phenocryst-Matrix	Stix & Gorton 1990	Solid-Melt		12-DEC-2000	NaN	NaN
														
LINKS TO REFERENCES:														
Bea et al. 1994 - http://earthref.org/cgi-bin/err.cgi?n=168														
Ewart & Griffin 1994 - http://earthref.org/cgi-bin/err.cgi?n=337														
Icenhower & London 1996 - http://earthref.org/cgi-bin/err.cgi?n=119														
Larsen 1979 - http://earthref.org/cgi-bin/err.cgi?n=154														
Leeman & Phelps 1981 - http://earthref.org/cgi-bin/err.cgi?n=162														
Leeman 1979 - http://earthref.org/cgi-bin/err.cgi?n=165														
Long 1978 - http://earthref.org/cgi-bin/err.cgi?n=178														
Mahood & Hildreth 1983 - http://earthref.org/cgi-bin/err.cgi?n=186														
Nash & Crecraft 1985 - http://earthref.org/cgi-bin/err.cgi?n=217														
Noble & Hedge 1970 - http://earthref.org/cgi-bin/err.cgi?n=225														
Philpotts & Schnetzler 1970 - http://earthref.org/cgi-bin/err.cgi?n=232														
Schnetzler & Philpotts 1970 - http://earthref.org/cgi-bin/err.cgi?n=240														
Stix & Gorton 1990 - http://earthref.org/cgi-bin/err.cgi?n=266														
														
ACKNOWLEDGEMENTS:														
Sponsored by NSF -- EAR 0000998														
Supported by the San Diego SuperComputer Center														
														
DATABASE STATISTICS:														
EarthRef.org Database Version: 														
Search Time: 30 January 2013 05:26:45 PM														
														
LINKS TO EARTHREF.ORG:														
Original search form - http://earthref.org/cgi-bin/kdd-s0-main.cgi														
Search results - http://earthref.org/cgi-bin/kdd-s1-advanced.cgi?database_name=kdd&search_start=main&term=&term=k-feldspar&term=&term_type=rock_type&term_type=mineral&term_type=element&conjunction=AND&conjunction=AND&rock_type=Any%20Rock%20Type&mineral=Any%20Mineral&element_family=Any%20Element%20Family&er_citation_id=Any%20Reference&sort=short_authors&														
														
SEARCH VALUES:														
Search Term(s):  k-feldspar (Mineral)														
Rock Type: Any Rock Type														
Mineral: Any Mineral														
Element Family: Any Element Family														
Reference: Bea et al. 1994														
Sort by: Reference														
														
NON-GERM ADDITIONS:														
Peraluminous Rhyolite	Sanidine	3	Li	0.13	0.026			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	4	Be	0.03	0.0099			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	5	B	0.002	0.0005			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	15	P	0.81	0.1215			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	22	Ti	0.1	0.011			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	25	Mn	0.02	0.0022			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	30	Zn	0.03	0.0126			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	32	Ge	0.44	0.1804			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	37	Rb	0.98	0.098			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	38	Sr	8.87	2.3062			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	40	Zr	0.0003	0.000216			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	41	Nb	0.0003	0.000138			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	50	Sn	0.18	0.0324			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	55	Cs	0.03	0.0042			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	56	Ba	33	9.57			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	57	La	0.34	0.0714			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	62	Sm	0.02	0.0284			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	63	Eu	16.8	10.416			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	64	Gd	0.05	0.0605			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	73	Ta	0.0005	0.00036			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	74	W	0.001	0.00079			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	82	Pb	5.68	1.2496			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
Peraluminous Rhyolite	Sanidine	92	U	0.003	0.00105			Phenocryst-Matrix	Pichavant et al. 2024	Solid-Melt			71.36	5
