EarthRef.org -- GERM Partition Coefficient (Kd) Database														
Database development and maintenance by the PACER Team -- Data contribution by Roger Nielsen														
														
DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
rb21-1	Sphene	66	Dy	12.3	1.06			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb21-1	Sphene	68	Er	8.32	0.7			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb21-1	Sphene	70	Yb	4.51	0.39			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb21-1	Sphene	72	Hf	3.81	0.26			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb21-1	Sphene	73	Ta	7.54	0.7			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb21-1	Sphene	82	Pb	0.05	0.01			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb21-1	Sphene	90	Th	0.22	0.05			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb21-1	Sphene	92	U	0.18	0.05			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.54	5
rb31-3	Sphene	3	Li	0.01	0.005			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	4	Be	0.001	0.0005			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	5	B	0.001	0.005			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	21	Sc	1.64	0.36			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	23	V	5.94	1.03			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	38	Sr	2.68	0.46			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	39	Y	5.42	1.07			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	40	Zr	1.92	0.96			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	41	Nb	2.2	1.16			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	57	La	4.73	2.19			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	58	Ce	7.57	2.88			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	60	Nd	12.4	3.86			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	62	Sm	14	3.92			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	63	Eu	13.8	4.02			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	64	Gd	11.9	2.73			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	66	Dy	8.27	2			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	68	Er	5.54	1.23			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	70	Yb	3.02	0.57			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	72	Hf	2.43	0.77			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	73	Ta	6.55	2.06			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	82	Pb	0.04	0.01			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	90	Th	0.16	0.09			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb31-3	Sphene	92	U	0.14	0.08			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.32	5
rb33-3	Sphene	21	Sc	1	0.29			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	23	V	2.72	0.76			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	37	Rb	0.01	0.01			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	38	Sr	5.88	0.04			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	39	Y	8.04	0.71			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	40	Zr	1.71	0.37			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	41	Nb	4.82	1.03			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	56	Ba	0.01	0.01			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	57	La	7.5	1.41			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	58	Ce	12.1	1.95			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	60	Nd	23.6	2.64			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	62	Sm	26.4	1.19			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
