Ulmer 1989	http://earthref.org/cgi-bin/err.cgi?n=275
Villemant 1988	http://earthref.org/cgi-bin/err.cgi?n=278
Villemant et al. 1981	http://earthref.org/cgi-bin/err.cgi?n=277
Watson 1977	http://earthref.org/cgi-bin/err.cgi?n=280
Bea et al. 1994	http://earthref.org/cgi-bin/err.cgi?n=168
Ewart & Griffin 1994	http://earthref.org/cgi-bin/err.cgi?n=337
Icenhower & London 1996	http://earthref.org/cgi-bin/err.cgi?n=119
Larsen 1979	http://earthref.org/cgi-bin/err.cgi?n=154
Leeman & Phelps 1981	http://earthref.org/cgi-bin/err.cgi?n=162
Leeman 1979	http://earthref.org/cgi-bin/err.cgi?n=165
Long 1978	http://earthref.org/cgi-bin/err.cgi?n=178
Mahood & Hildreth 1983	http://earthref.org/cgi-bin/err.cgi?n=186
Nash & Crecraft 1985	http://earthref.org/cgi-bin/err.cgi?n=217
Noble & Hedge 1970	http://earthref.org/cgi-bin/err.cgi?n=225
Philpotts & Schnetzler 1970	http://earthref.org/cgi-bin/err.cgi?n=232
Schnetzler & Philpotts 1970	http://earthref.org/cgi-bin/err.cgi?n=240
Stix & Gorton 1990	http://earthref.org/cgi-bin/err.cgi?n=266
Adam & Green 2006	http://earthref.org/cgi-bin/err.cgi?n=99679
Brunet & Chazot 2001	http://earthref.org/cgi-bin/err.cgi?n=99686
Green et al. 2000	http://earthref.org/cgi-bin/err.cgi?n=99695
Klemme et al. 2006	http://earthref.org/cgi-bin/err.cgi?n=98595
Salters & Longhi 1999	http://earthref.org/cgi-bin/err.cgi?n=99703
Anderson & Greenland 1969	http://earthref.org/cgi-bin/err.cgi?n=95
Bacon & Druitt 1988	http://earthref.org/cgi-bin/err.cgi?n=124
Barnes 1986	http://earthref.org/cgi-bin/err.cgi?n=160
Beattie 1993	http://earthref.org/cgi-bin/err.cgi?n=201
Canil 1999	http://earthref.org/cgi-bin/err.cgi?n=412
Cawthorn 1996	http://earthref.org/cgi-bin/err.cgi?n=311
Colson & Gust 1989	http://earthref.org/cgi-bin/err.cgi?n=314
Colson et al. 1988	http://earthref.org/cgi-bin/err.cgi?n=315
Dunn & Sen 1994	http://earthref.org/cgi-bin/err.cgi?n=332
Ewart & Griffin 1994	http://earthref.org/cgi-bin/err.cgi?n=337
Ewart et al. 1973	http://earthref.org/cgi-bin/err.cgi?n=338
Forsythe et al. 1994	http://earthref.org/cgi-bin/err.cgi?n=343
Frey 1969	http://earthref.org/cgi-bin/err.cgi?n=345
Fujimaki et al. 1984	http://earthref.org/cgi-bin/err.cgi?n=346
Green et al. 1989	http://earthref.org/cgi-bin/err.cgi?n=100
Green et al. 1993	http://earthref.org/cgi-bin/err.cgi?n=98
Irving & Frey 1984	http://earthref.org/cgi-bin/err.cgi?n=127
Jones & Layne 1997	http://earthref.org/cgi-bin/err.cgi?n=139
Keleman & Dunn 1992	http://earthref.org/cgi-bin/err.cgi?n=143
Kennedy et al. 1993	http://earthref.org/cgi-bin/err.cgi?n=144
Luhr & Carmichael 1980	http://earthref.org/cgi-bin/err.cgi?n=181
Luhr et al. 1984	http://earthref.org/cgi-bin/err.cgi?n=182
Mahood & Hildreth 1983	http://earthref.org/cgi-bin/err.cgi?n=186
McKay & Weill 1976	http://earthref.org/cgi-bin/err.cgi?n=197
McKay & Weill 1977	http://earthref.org/cgi-bin/err.cgi?n=198
McKay et al. 1986	http://earthref.org/cgi-bin/err.cgi?n=199
McKenzie & O'Nions 1991	http://earthref.org/cgi-bin/err.cgi?n=200
Mysen 1976	http://earthref.org/cgi-bin/err.cgi?n=204
Mysen 1978	http://earthref.org/cgi-bin/err.cgi?n=205
Nagasawa & Schnetzler 1971	http://earthref.org/cgi-bin/err.cgi?n=210
Nash & Crecraft 1985	http://earthref.org/cgi-bin/err.cgi?n=217
Nielsen et al. 1992	http://earthref.org/cgi-bin/err.cgi?n=223
Okamoto 1979	http://earthref.org/cgi-bin/err.cgi?n=227
Philpotts & Schnetzler 1970	http://earthref.org/cgi-bin/err.cgi?n=232
Reid 1983	http://earthref.org/cgi-bin/err.cgi?n=237
Schnetzler & Philpotts 1970	http://earthref.org/cgi-bin/err.cgi?n=240
Schwandt & McKay 1998	http://earthref.org/cgi-bin/err.cgi?n=244
Sisson 1991	http://earthref.org/cgi-bin/err.cgi?n=257
Stimac & Hickmott 1994	http://earthref.org/cgi-bin/err.cgi?n=265
Ulmer 1989	http://earthref.org/cgi-bin/err.cgi?n=275
Weill & McKay 1975	http://earthref.org/cgi-bin/err.cgi?n=286
Adam & Green 2006	http://earthref.org/cgi-bin/err.cgi?n=99679
Fujimaki et al. 1984	http://earthref.org/cgi-bin/err.cgi?n=346
Green et al. 2000	http://earthref.org/cgi-bin/err.cgi?n=99695
Schmidt et al. 1999	http://earthref.org/cgi-bin/err.cgi?n=99704
Bennett et al. 2004	http://earthref.org/cgi-bin/err.cgi?n=99681
Foley et al. 2000	http://earthref.org/cgi-bin/err.cgi?n=341
Green & Pearson 1987	http://earthref.org/cgi-bin/err.cgi?n=94
Jenner et al. 1994	http://earthref.org/cgi-bin/err.cgi?n=129
Klemme et al. 2005	http://earthref.org/cgi-bin/err.cgi?n=98600
McCallum & Charette 1978	http://earthref.org/cgi-bin/err.cgi?n=191
Wendlandt 1990	http://earthref.org/cgi-bin/err.cgi?n=287
Green & Pearson 1983	http://earthref.org/cgi-bin/err.cgi?n=91
Green & Pearson 1987	http://earthref.org/cgi-bin/err.cgi?n=94
Luhr & Carmichael 1980	http://earthref.org/cgi-bin/err.cgi?n=181
Akella et al. 1976	http://earthref.org/cgi-bin/err.cgi?n=312
Brunet & Chazot 2001	http://earthref.org/cgi-bin/err.cgi?n=99686
Canil 1999	http://earthref.org/cgi-bin/err.cgi?n=412
Capobianco & Drake 1990	http://earthref.org/cgi-bin/err.cgi?n=310
Elkins et al. 2008	http://earthref.org/cgi-bin/err.cgi?n=99755
Horn et al. 1994	http://earthref.org/cgi-bin/err.cgi?n=118
Klemme et al. 2006	http://earthref.org/cgi-bin/err.cgi?n=98595
McKay et al. 1986	http://earthref.org/cgi-bin/err.cgi?n=199
McKenzie & O'Nions 1991	http://earthref.org/cgi-bin/err.cgi?n=200
Nagasawa et al. 1980	http://earthref.org/cgi-bin/err.cgi?n=213
Ringwood 1970	http://earthref.org/cgi-bin/err.cgi?n=238
Bea et al. 1994	http://earthref.org/cgi-bin/err.cgi?n=168
Fujimaki 1986	http://earthref.org/cgi-bin/err.cgi?n=347
Mahood & Hildreth 1983	http://earthref.org/cgi-bin/err.cgi?n=186
Nagasawa 1970	http://earthref.org/cgi-bin/err.cgi?n=209
Watson 1980	http://earthref.org/cgi-bin/err.cgi?n=281
